	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
Adap1_1	0.46053946053946054	0.5564435564435565	0.8751248751248751																		
Aftph_4	0.11488511488511488	0.43456543456543456	0.5294705294705294	0.985014985014985																	
Agrn_8	0.000999000999000999	0.000999000999000999	0.1088911088911089	0.12087912087912088	1.0																
Agtpbp1_11	0.6093906093906094	0.8611388611388612	1.0	1.0																	
Aldh3a2_2	0.7852147852147852	0.994005994005994																			
Angel2_1	0.04295704295704296	0.008991008991008992	0.9310689310689311	1.0																	
Ankfy1_5	0.3626373626373626	0.4385614385614386	0.6263736263736264	0.4595404595404595																	
Arfip2_nmdSE_1	0.00999000999000999	0.04395604395604396	0.005994005994005994	0.000999000999000999	0.000999000999000999																
Arhgef40_7	0.8701298701298701	0.957042957042957	0.33766233766233766																		
Armc9_4	0.5314685314685315	0.962037962037962	0.9820179820179821																		
B4galt3_1	0.04295704295704296	0.5524475524475524	0.9820179820179821	0.974025974025974																	
Bclaf1_1	0.000999000999000999	0.06493506493506493	0.8831168831168831	0.7552447552447552																	
Btrc_1	0.37962037962037964	0.7482517482517482	0.8441558441558441	0.1028971028971029																	
Cacna1e_2	0.17482517482517482	0.04895104895104895	0.4925074925074925																		
Camk2d_1	0.11788211788211789	0.2787212787212787	0.26173826173826176	1.0	1.0																
Camta1_5	0.000999000999000999	0.000999000999000999	0.16883116883116883	0.053946053946053944																	
Ccdc127_2	0.2137862137862138	0.4405594405594406	0.957042957042957	1.0																	
Ccdc136_17	0.000999000999000999	0.000999000999000999	0.000999000999000999																		
Chtf8_3	0.000999000999000999	0.00999000999000999	0.2967032967032967	0.1088911088911089																	
Ciz1_2	0.4125874125874126	0.6083916083916084	0.4885114885114885	0.986013986013986																	
Clcn4_nmdSE_1	0.4255744255744256	0.6923076923076923	0.7212787212787213	0.995004995004995																	
Clip1_11	0.015984015984015984	0.016983016983016984	0.44155844155844154	0.9820179820179821	0.995004995004995																
Cyb5r4_1	0.6093906093906094	0.46853146853146854	0.9200799200799201																		
Dcaf11_1	0.967032967032967	1.0																			
Dcun1d2_7	0.2137862137862138	0.985014985014985																			
Dhcr7_5	0.015984015984015984	0.027972027972027972	0.004995004995004995	0.000999000999000999	0.002997002997002997	0.000999000999000999															
Dis3l2_7	0.23576423576423577	0.3946053946053946	0.2917082917082917																		
Dlg4_3	0.00999000999000999	0.17882117882117882	0.000999000999000999	0.2857142857142857	0.08091908091908091	0.000999000999000999															
Dnajc17_1	0.7332667332667333	0.5654345654345654	0.5044955044955045	0.9820179820179821																	
Dnajc5_1	0.7192807192807192	0.4385614385614386	0.9690309690309691	1.0	1.0																
Dram2_1	0.08391608391608392	0.05094905094905095	0.000999000999000999	0.000999000999000999																	
Ece2_4	0.015984015984015984	0.5984015984015985	1.0	1.0																	
Elovl6_2	0.8431568431568431	0.7202797202797203	0.7912087912087912																		
Epb41l4aos_1	0.8951048951048951	0.9600399600399601	1.0	1.0																	
Epn2_5	0.000999000999000999	0.000999000999000999	0.1088911088911089																		
Eri3_5	0.37962037962037964	0.5064935064935064	0.054945054945054944	0.000999000999000999	0.000999000999000999	0.000999000999000999															
Exoc6b_6	0.08391608391608392	0.000999000999000999	0.058941058941058944	0.8581418581418582																	
Fam13b_8	0.5254745254745254	0.3076923076923077	0.09290709290709291	0.5584415584415584																	
Fam160a2_2	0.6653346653346653	0.9820179820179821	0.936063936063936	1.0																	
Fam189b_2	0.6883116883116883	0.12087912087912088	0.8151848151848152																		
Fam189b_3	0.6923076923076923	0.07792207792207792	0.000999000999000999																		
