	0	1	2	3	4	5	6	7	8	9	10
Adap1_1	0.36163836163836166	0.6813186813186813	0.9460539460539461								
Aftph_4	0.33466533466533466	0.7792207792207793	0.8451548451548452	0.998001998001998							
Agrn_8	0.000999000999000999	0.16583416583416583	0.7792207792207793	0.986013986013986	1.0						
Agtpbp1_11	0.6813186813186813	0.9460539460539461	1.0	1.0							
Aldh3a2_2	0.8991008991008991	1.0									
Angel2_1	0.07892107892107893	0.13386613386613386	0.987012987012987	1.0							
Ankfy1_5	0.6063936063936064	0.8871128871128872	0.6933066933066933	0.44655344655344653							
Arfip2_nmdSE_1	0.000999000999000999	0.03396603396603397	0.002997002997002997	0.000999000999000999	0.000999000999000999						
Arhgef40_7	0.903096903096903	0.987012987012987	0.5174825174825175								
Armc9_4	0.6273726273726273	0.942057942057942	0.9660339660339661								
B4galt3_1	0.03696303696303696	0.7322677322677322	0.9660339660339661	0.8591408591408591							
Bclaf1_1	0.000999000999000999	0.1258741258741259	0.942057942057942	0.9760239760239761							
Btrc_1	0.3436563436563437	0.7992007992007992	0.926073926073926	0.13386613386613386							
Cacna1e_2	0.1018981018981019	0.04895104895104895	0.5554445554445554								
Camk2d_1	0.10789210789210789	0.36063936063936064	0.4125874125874126	1.0	1.0						
Camta1_5	0.000999000999000999	0.000999000999000999	0.2007992007992008	0.1008991008991009							
Ccdc127_2	0.12087912087912088	0.4905094905094905	0.988011988011988	1.0							
Ccdc136_17	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Chtf8_3	0.000999000999000999	0.03696303696303696	0.5634365634365635	0.24875124875124874							
Ciz1_2	0.38461538461538464	0.6933066933066933	0.5044955044955045	0.987012987012987							
Clcn4_nmdSE_1	0.34765234765234765	0.6433566433566433	0.4925074925074925	1.0							
Clip1_11	0.01898101898101898	0.054945054945054944	0.6403596403596403	0.989010989010989	1.0						
Cyb5r4_1	0.6693306693306693	0.46553446553446554	0.995004995004995								
Dcaf11_1	1.0	1.0									
Dcun1d2_7	0.38461538461538464	0.97002997002997									
Dhcr7_5	0.028971028971028972	0.06393606393606394	0.03396603396603397	0.03396603396603397	0.04295704295704296	0.000999000999000999					
Dis3l2_7	0.13986013986013987	0.44655344655344653	0.6193806193806194								
Dlg4_3	0.01098901098901099	0.3926073926073926	0.022977022977022976	0.5634365634365635	0.2627372627372627	0.20279720279720279					
Dnajc17_1	0.8721278721278721	0.7992007992007992	0.7712287712287712	1.0							
Dnajc5_1	0.6273726273726273	0.5174825174825175	0.9370629370629371	1.0	1.0						
Dram2_1	0.23876123876123875	0.2997002997002997	0.000999000999000999	0.000999000999000999							
Ece2_4	0.01098901098901099	0.7002997002997003	1.0	1.0							
Elovl6_2	0.8481518481518482	0.8241758241758241	0.8451548451548452								
Epb41l4aos_1	0.97002997002997	0.9500499500499501	1.0	1.0							
Epn2_5	0.000999000999000999	0.000999000999000999	0.3096903096903097								
Eri3_5	0.25274725274725274	0.4905094905094905	0.08191808191808192	0.000999000999000999	0.000999000999000999	0.000999000999000999					
Exoc6b_6	0.1258741258741259	0.000999000999000999	0.27172827172827174	0.9500499500499501							
Fam13b_8	0.6863136863136863	0.3016983016983017	0.1888111888111888	0.5894105894105894							
Fam160a2_2	0.7712287712287712	0.986013986013986	0.8471528471528471	1.0							
Fam189b_2	0.7032967032967034	0.16583416583416583	0.8411588411588412								
Fam189b_3	0.7092907092907093	0.17682317682317683	0.000999000999000999								
Fam49b_1	0.33466533466533466	0.01998001998001998	0.3276723276723277								
Fbxl5_7	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999						
Fbxo42_3	0.15584415584415584	0.955044955044955									
Flcn_1	0.000999000999000999	0.000999000999000999	0.052947052947052944								
Fnbp4_6	0.7642357642357642	0.13186813186813187									
Gfra2_1	0.8991008991008991	0.989010989010989	1.0								
Gfra2_3	0.000999000999000999	0.052947052947052944	0.4865134865134865	1.0							
Gpatch8_3	0.7242757242757243	0.9370629370629371	1.0	1.0							
Gria3_nmdSE_2	0.000999000999000999	0.15784215784215785	0.07092907092907093	0.000999000999000999	0.8791208791208791						
Gtf2i_10	0.1258741258741259	0.46153846153846156	0.989010989010989	1.0							
Ints10_3	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999						
Isy1_3	0.10789210789210789	0.1008991008991009	0.1108891108891109	0.4905094905094905							
Isyna1_3	0.15584415584415584	0.23076923076923078	0.1008991008991009	1.0							
Josd2_9	0.12087912087912088	0.1888111888111888	0.942057942057942								
Josd2_nmdSE_4	0.1018981018981019	0.1888111888111888	0.7532467532467533								
Kcna6_1	0.01098901098901099	0.052947052947052944	0.7922077922077922	1.0							
Kctd20_3	0.01898101898101898	0.03696303696303696	0.8471528471528471								
Klhl26_2	0.6433566433566433	1.0	1.0								
Lmbr1_11	0.3756243756243756	1.0									
Lrrc45_5	0.6213786213786214	0.6743256743256744	0.7412587412587412	0.986013986013986							
Lsm5_3	0.000999000999000999	0.22777222777222778									
Lztfl1_3	0.000999000999000999	0.1018981018981019	0.9500499500499501								
Lztfl1_5	0.000999000999000999	0.04395604395604396	0.6483516483516484								
Map7d2_4	0.8321678321678322	0.986013986013986	1.0	1.0							
Mapk8ip3_4	0.07892107892107893	0.7792207792207793	0.9370629370629371	1.0	1.0						
Mast2_6	0.000999000999000999	0.04895104895104895	0.07592407592407592								
Mia3_4	0.4355644355644356	0.3276723276723277	0.926073926073926	1.0							
Miat_5	0.22977022977022976	0.029970029970029972	0.000999000999000999	1.0							
Mllt10_22	0.04895104895104895	0.11688311688311688	0.002997002997002997	0.000999000999000999							
Mroh1_10	0.10789210789210789	0.7922077922077922	0.9500499500499501								
Mtmr7_6	0.25274725274725274	0.10989010989010989	0.24875124875124874								
Nadk_4	0.3076923076923077	0.3076923076923077	1.0								
Ncoa5_3	0.1018981018981019	0.8721278721278721									
Nf2_4	0.46153846153846156	0.3926073926073926	0.7922077922077922	0.8411588411588412	0.9100899100899101						
Nfasc_6	0.15584415584415584	0.1068931068931069	0.8451548451548452								
Nrxn1_3	0.23876123876123875	0.32367632367632365	0.15184815184815184	0.986013986013986							
Odf2_1	0.5414585414585414	0.7242757242757243	1.0								
Odf2_12	0.47052947052947053	0.9100899100899101	1.0								
Oraov1_1	0.23876123876123875	0.15784215784215785	0.08191808191808192								
Pccb_4	0.07892107892107893	0.03696303696303696	0.2127872127872128								
Pdp1_1	0.01098901098901099	0.3176823176823177	0.996003996003996	1.0							
Phf20_1	0.48951048951048953	0.6863136863136863	0.962037962037962								
Ppfia2_5	0.5844155844155844	0.7702297702297702	1.0	0.998001998001998							
Pphln1_6	0.03696303696303696	0.06793206793206794	0.000999000999000999	0.000999000999000999							
Ppip5k2_1	0.8041958041958042	1.0	0.998001998001998	0.8851148851148851							
Ppp1r16a_5	0.6693306693306693	0.7182817182817183	0.929070929070929	0.055944055944055944							
Preb_7	0.23876123876123875	0.9180819180819181	0.995004995004995	1.0							
Prr14l_5	0.1258741258741259	0.6383616383616384	0.3106893106893107								
Ptk2_7	0.34765234765234765	0.7922077922077922	0.7152847152847153	0.986013986013986							
Rbm18_1	0.4075924075924076	0.34565434565434566	0.6823176823176823	0.9790209790209791	0.3016983016983017						
Rbm25_4	0.33466533466533466	0.36563436563436563	0.24875124875124874	0.06393606393606394	0.000999000999000999	0.027972027972027972					
Rbm33_2	0.01898101898101898	0.3956043956043956	0.028971028971028972	0.014985014985014986							
Rbm39_nmdSE_9	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Rbms3_1	0.8721278721278721	0.9560439560439561	1.0	0.989010989010989							
Rcbtb2_8	0.38461538461538464	0.8171828171828172	0.7792207792207793	1.0							
Rexo4_1	0.4355644355644356	0.34165834165834164	0.9280719280719281	1.0							
Rgs19_1	0.25274725274725274	0.8541458541458542	0.7952047952047953								
Rnps1_3	0.000999000999000999	0.14685314685314685	1.0								
Rpl17_1	0.25274725274725274	0.024975024975024976	0.000999000999000999								
Rps6kc1_6	0.6553446553446554	0.6823176823176823	0.9660339660339661								
Rrnad1_3	0.993006993006993	0.9660339660339661	0.9660339660339661	1.0							
Rundc3b_1	0.000999000999000999	0.005994005994005994	0.000999000999000999	0.0939060939060939							
Scg3_1	0.000999000999000999	0.1008991008991009	0.014985014985014986	0.16383616383616384	0.06793206793206794	0.000999000999000999					
Scmh1_7	0.6213786213786214	0.6263736263736264	0.987012987012987								
Sdccag3_5	0.01898101898101898	0.000999000999000999									
Setd3_4	0.5414585414585414	0.9100899100899101									
Sh3glb2_1	0.25274725274725274	0.14885114885114886	0.15184815184815184	0.9500499500499501	1.0	1.0					
Shank3_3	1.0	1.0									
Slc15a4_4	0.028971028971028972	0.04295704295704296	0.7002997002997003								
Slc25a19_2	0.060939060939060936	0.03496503496503497	0.014985014985014986	0.024975024975024976							
Slc35a3_2	0.7822177822177823	0.981018981018981	0.9660339660339661	1.0							
Slc37a3_14	0.2907092907092907	0.000999000999000999									
Slc38a10_15	0.36863136863136864	0.45254745254745254	0.998001998001998								
Slc38a10_17	0.13186813186813187	0.4725274725274725	0.974025974025974								
Slc39a3_1	0.01098901098901099	0.8291708291708292									
Slc39a9_2	0.000999000999000999	0.08491508491508491	0.000999000999000999	0.46053946053946054							
Tada3_2	0.6863136863136863	0.7952047952047953									
Taz_3	0.07892107892107893	0.000999000999000999	0.000999000999000999								
Tbc1d25_1	0.13586413586413587	0.942057942057942	1.0	1.0							
Tbc1d9b_5	0.01098901098901099	0.016983016983016984	0.002997002997002997								
Tctex1d2_3	0.2127872127872128	0.1798201798201798	0.1028971028971029	0.998001998001998							
Telo2_4	0.8541458541458542	0.981018981018981	0.986013986013986								
Tfcp2_3	0.01898101898101898	0.004995004995004995	0.23576423576423577	0.24775224775224775							
Tfdp1_nmdSE_1	0.34765234765234765	0.33466533466533466	0.22677322677322678	0.005994005994005994							
Tfe3_1	0.13186813186813187	0.07892107892107893	0.000999000999000999								
Tfrc_1	0.7902097902097902	0.9240759240759241	0.6153846153846154	1.0							
Thrap3_nmdSE_1	0.000999000999000999	0.03696303696303696	0.06393606393606394								
Tmem135_1	0.8541458541458542	0.8761238761238761	0.998001998001998	1.0	1.0						
Tmem161a_11	0.8321678321678322	0.6593406593406593	0.986013986013986	1.0							
Tpp2_2	0.01898101898101898	0.16583416583416583	0.23076923076923078	0.5804195804195804							
Tpra1_nmdSE_1	0.35364635364635366	0.5804195804195804	0.5504495504495505	0.954045954045954	1.0						
Tprkb_4	0.3756243756243756	0.5894105894105894	1.0								
Tsen2_5	0.7582417582417582	0.7042957042957043	0.8161838161838162	0.981018981018981							
Ttyh3_3	0.938061938061938	0.962037962037962	0.9760239760239761								
Ubac2_1	0.35364635364635366	0.7412587412587412	0.45854145854145856								
Ubac2_3	0.4355644355644356	0.6533466533466533	0.6523476523476524	0.962037962037962							
Ubap2_5	0.8721278721278721	0.981018981018981	1.0	1.0							
Ubqln4_1	0.01098901098901099	0.000999000999000999									
Ubqln4_3	0.000999000999000999	0.000999000999000999									
Umps_5	0.06993006993006994	0.47352647352647353	0.5174825174825175								
Urm1_2	0.34765234765234765	1.0									
Vps37c_1	0.04895104895104895	0.6273726273726273									
Ydjc_2	0.7402597402597403	0.6573426573426573	0.01898101898101898								
Zfp266_1	0.22977022977022976	0.2837162837162837	0.3826173826173826								
Zfp426_11	0.8481518481518482	0.9200799200799201	0.981018981018981								
Zfp467_2	0.053946053946053944	0.000999000999000999	0.981018981018981								
Zfp57_4	0.9100899100899101	0.9100899100899101	0.4825174825174825								
Zscan18_1	0.6613386613386614	0.981018981018981	1.0	1.0							
Aamdc_9	0.04395604395604396	0.0939060939060939	0.06493506493506493	0.000999000999000999							
Aasdhppt_2	0.011988011988011988	0.024975024975024976	0.014985014985014986	0.022977022977022976							
Abat_3	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Ablim2_8	0.9270729270729271	0.9760239760239761	1.0	1.0							
Acbd5_5	0.4695304695304695	0.8161838161838162	1.0	1.0							
Adgrl2_7	0.4695304695304695	0.97002997002997									
Adprm_1	0.07192807192807193	0.13786213786213786	0.22077922077922077								
Agrn_10	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999						
Agrn_11	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Agrn_7	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Agtpbp1_6	0.0969030969030969	0.00999000999000999	0.24775224775224775	0.6863136863136863							
Agtpbp1_8	0.6333666333666333	0.7632367632367633	1.0								
Akr7a5_2	0.11488511488511488	0.25374625374625376	0.3106893106893107	0.6893106893106893	0.000999000999000999						
Amn1_7	0.13186813186813187	0.47352647352647353	0.995004995004995	1.0	1.0						
Angel2_3	0.024975024975024976	0.03796203796203796	0.06493506493506493								
Ankrd54_nmdSE_1	0.6503496503496503	0.6473526473526473	0.929070929070929	1.0							
Anks3_16	0.14685314685314685	0.06793206793206794	0.014985014985014986	0.06793206793206794							
Apbb2_8	0.000999000999000999	0.000999000999000999									
Apc_4	0.44555444555444557	0.6973026973026973	0.971028971028971								
Arfgap1_2	0.000999000999000999	0.000999000999000999	0.014985014985014986								
Arfgap1_5	0.000999000999000999	0.000999000999000999	0.15784215784215785								
Arhgap12_3	0.0919080919080919	0.13186813186813187									
Arhgap12_9	0.14485514485514486	1.0									
Arhgef7_4	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Armcx1_1	0.5724275724275725	0.38161838161838163	0.24775224775224775	0.948051948051948							
Armcx1_4	0.04395604395604396	0.07492507492507493	0.000999000999000999	0.000999000999000999	0.000999000999000999						
Atg13_4	0.04395604395604396	0.2127872127872128	0.8261738261738262	0.998001998001998	1.0						
Atg16l1_2	0.04395604395604396	0.17482517482517482	0.3066933066933067	1.0	0.954045954045954						
Atp2c1_4	0.23176823176823177	0.6393606393606394	0.998001998001998								
Atp8a1_3	0.04895104895104895	0.005994005994005994	0.7412587412587412								
Atrx_12	0.029970029970029972	0.01898101898101898	0.1888111888111888	0.3156843156843157	0.5554445554445554						
