	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Adap1_1	mean_1_var_1	-0.0025638898833672827	0.4805194805194805	0.5856975642383367	0.48954313446529685	
Aftph_4	mean_1_var_1	0.01870457272718339	0.000999000999000999	0.0034539373669808457	3.4125304094676384e-05	
Agrn_8	mean_1_var_1	0.021226537467307426	0.000999000999000999	0.0034539373669808457	4.2654722920469705e-06	
Agtpbp1_11	mean_1_var_1	0.0027206088636362404	0.13086913086913088	0.21973634473634474	0.15644662823465222	
Aldh3a2_2	mean_1_var_1	-0.00729791485651203	0.8311688311688312	0.881730862520617	0.803544071287669	
Angel2_1	mean_1_var_1	0.01403060843170127	0.006993006993006993	0.020718476754244264	0.0009262564878681555	
Ankfy1_5	mean_1_var_1	0.0008181158912806721	0.22577422577422576	0.3374730532625269	0.2561398334604903	
Arfip2_nmdSE_1	mean_1_var_1	0.008326416497268225	0.026973026973026972	0.06563326514366906	0.020090142474377577	
Arhgef40_7	mean_1_var_1	-0.00425800274064182	0.6253746253746254	0.713688148820181	0.6136721356383412	
Armc9_4	mean_1_var_1	-0.0028669563802891864	0.5194805194805194	0.6240043943971436	0.5120295163989618	
B4galt3_1	mean_1_var_1	0.007782741698267604	0.03296703296703297	0.07765220561429093	0.0255426082471709	
Bclaf1_1	mean_1_var_1	0.014902366758526709	0.000999000999000999	0.0034539373669808457	0.0005281877441901138	
Btrc_1	mean_1_var_1	0.0034344908803066246	0.11888111888111888	0.20356215705052916	0.12673595777209684	
Cacna1e_2	mean_1_var_1	0.002247423539056402	0.15684315684315683	0.25267763031134177	0.17848507163499494	
Camk2d_1	mean_1_var_1	0.0029895751357925642	0.12387612387612387	0.21138689636543714	0.1447544933224834	
Camta1_5	mean_1_var_1	0.027259877880476006	0.000999000999000999	0.0034539373669808457	1.2472668588595506e-08	
Ccdc127_2	mean_1_var_1	0.001371464737651906	0.18681318681318682	0.2876720490973008	0.22415992248149413	
Ccdc136_17	mean_1_var_1	0.03396203669327985	0.000999000999000999	0.0034539373669808457	4.542446857878734e-12	
Chtf8_3	mean_1_var_1	0.011372829721775186	0.006993006993006993	0.020718476754244264	0.004415272642970215	
Ciz1_2	mean_1_var_1	-0.0020490660635625714	0.4255744255744256	0.5334438575296079	0.4514592291214321	
Clcn4_nmdSE_1	mean_1_var_1	-0.000638551509320133	0.33766233766233766	0.44986326132228865	0.3503627044348243	
Clip1_11	mean_1_var_1	0.012824554104908232	0.006993006993006993	0.020718476754244264	0.001934946116407165	
Cyb5r4_1	mean_1_var_1	-0.005274195309155449	0.6823176823176823	0.7650578411999732	0.6836471582189676	
Dcaf11_1	mean_1_var_1	-0.014051172529309722	0.974025974025974	0.9824270098242701	0.9825925029550947	
Dcun1d2_7	mean_1_var_1	0.00144356873784864	0.18681318681318682	0.2876720490973008	0.2201665214208362	
Dhcr7_5	mean_1_var_1	0.010441236533225793	0.006993006993006993	0.020718476754244264	0.0072373348538408815	
Dis3l2_7	mean_1_var_1	0.00035322188516866897	0.25774225774225773	0.3707609322659974	0.2847396616804074	
Dlg4_3	mean_1_var_1	0.03157224052380994	0.000999000999000999	0.0034539373669808457	9.101517967397679e-11	
Dnajc17_1	mean_1_var_1	-0.008412706464238768	0.8721278721278721	0.9140475112039093	0.8558158593845291	
Dnajc5_1	mean_1_var_1	-0.0041259230773718755	0.6153846153846154	0.7047146401985113	0.6042391280305586	
Dram2_1	mean_1_var_1	0.020574994773947117	0.000999000999000999	0.0034539373669808457	7.448177911667866e-06	
Ece2_4	mean_1_var_1	0.02315425604160472	0.000999000999000999	0.0034539373669808457	7.547392142207567e-07	
Elovl6_2	mean_1_var_1	-0.007102442202657905	0.8081918081918081	0.8633451449141937	0.7933183458328347	
Epb41l4aos_1	mean_1_var_1	-0.006954008576552102	0.7872127872127872	0.8468501195773923	0.7853469280052552	
Epn2_5	mean_1_var_1	0.009029530750347918	0.016983016983016984	0.044423997055576	0.014529873286638644	
Eri3_5	mean_1_var_1	0.004803212438467287	0.1018981018981019	0.18233431734781871	0.08127460027937294	
Exoc6b_6	mean_1_var_1	0.004273614566887872	0.10789210789210789	0.19065734265734266	0.09713678488851363	
Fam13b_8	mean_1_var_1	-0.006524327530608363	0.7602397602397603	0.8254268942417495	0.7612892173157242	
Fam160a2_2	mean_1_var_1	-0.0037811698953364916	0.5974025974025974	0.6876875296099384	0.5793412257182193	
Fam189b_2	mean_1_var_1	-0.008530639286686086	0.8721278721278721	0.9140475112039093	0.8607387363254172	
Fam189b_3	mean_1_var_1	-0.0069715937206476135	0.7872127872127872	0.8468501195773923	0.7863005407428089	
Fam49b_1	mean_1_var_1	-0.0016833529673840832	0.4005994005994006	0.510507441276672	0.42465427112292703	
Fbxl5_7	mean_1_var_1	0.037764132832584736	0.000999000999000999	0.0034539373669808457	2.5856513447542583e-14	
Fbxo42_3	mean_1_var_1	-0.0030359978327239275	0.5334665334665335	0.6354769632281594	0.5245597244682163	
Flcn_1	mean_1_var_1	0.013214471831481046	0.006993006993006993	0.020718476754244264	0.0015326892080497014	
Fnbp4_6	mean_1_var_1	-0.009691178146847673	0.916083916083916	0.9421494180935464	0.9031160330809429	
Gfra2_1	mean_1_var_1	-0.005339635339367471	0.6843156843156843	0.7660020160020161	0.687966441292928	
Gfra2_3	mean_1_var_1	0.008249434684976124	0.026973026973026972	0.06563326514366906	0.020796400713578352	
Gpatch8_3	mean_1_var_1	-0.004252012799108017	0.6233766233766234	0.7122257053291536	0.6132457444409817	
Gria3_nmdSE_2	mean_1_var_1	0.017324425889454962	0.000999000999000999	0.0034539373669808457	9.743102650034419e-05	
Gtf2i_10	mean_1_var_1	0.002876224786044119	0.12387612387612387	0.21138689636543714	0.1496081682464629	
Ints10_3	mean_1_var_1	0.03883873344531148	0.000999000999000999	0.0034539373669808457	5.488107243815544e-15	
Isy1_3	mean_1_var_1	0.0017025031710174757	0.17682317682317683	0.27613862963430913	0.20616659630415046	
Isyna1_3	mean_1_var_1	0.009787648032689975	0.006993006993006993	0.020718476754244264	0.010071046460263836	
Josd2_9	mean_1_var_1	0.011864374575521744	0.006993006993006993	0.020718476754244264	0.0033643971791192753	
Josd2_nmdSE_4	mean_1_var_1	0.009761943035614064	0.006993006993006993	0.020718476754244264	0.01019998303173476	
Kcna6_1	mean_1_var_1	0.0166729158505403	0.000999000999000999	0.0034539373669808457	0.00015643724620735227	
Kctd20_3	mean_1_var_1	0.0063473863075559816	0.07292707292707293	0.14269588679037498	0.04611241653055623	
Klhl26_2	mean_1_var_1	-0.0035652570934898028	0.5864135864135864	0.6789692543915025	0.5635780182885762	
Lmbr1_11	mean_1_var_1	-0.013358467485292414	0.968031968031968	0.9773730586325813	0.9762410948855742	
Lrrc45_5	mean_1_var_1	-0.0045842612795389225	0.6513486513486514	0.7361461733263894	0.6366765305665287	
Lsm5_3	mean_1_var_1	0.014687448661438734	0.000999000999000999	0.0034539373669808457	0.0006080241389078181	
Lztfl1_3	mean_1_var_1	0.011609395424685125	0.006993006993006993	0.020718476754244264	0.003877567572653502	
Lztfl1_5	mean_1_var_1	0.012319233398568155	0.006993006993006993	0.020718476754244264	0.0025983292593236814	
Map7d2_4	mean_1_var_1	-0.011978061907837803	0.9660339660339661	0.976844112144214	0.9577263531343319	
