Aamdc_10_e1	Aamdc_10	201
Aamdc_10_se	Aamdc_10	297
Aamdc_10_e2	Aamdc_10	201
Aamdc_9_e1	Aamdc_9	201
Aamdc_9_se	Aamdc_9	305
Aamdc_9_e2	Aamdc_9	201
Aamdc_nmdSE_2_e1	Aamdc_nmdSE_2	201
Aamdc_nmdSE_2_se	Aamdc_nmdSE_2	289
Aamdc_nmdSE_2_e2	Aamdc_nmdSE_2	201
Aasdhppt_2_e1	Aasdhppt_2	201
Aasdhppt_2_se	Aasdhppt_2	323
Aasdhppt_2_e2	Aasdhppt_2	201
Abat_3_e1	Abat_3	201
Abat_3_se	Abat_3	369
Abat_3_e2	Abat_3	201
Abca3_4_e1	Abca3_4	201
Abca3_4_se	Abca3_4	274
Abca3_4_e2	Abca3_4	201
Abhd10_1_e1	Abhd10_1	201
Abhd10_1_se	Abhd10_1	243
Abhd10_1_e2	Abhd10_1	201
Abhd10_2_e1	Abhd10_2	201
Abhd10_2_se	Abhd10_2	385
Abhd10_2_e2	Abhd10_2	201
Abhd14a_1_e1	Abhd14a_1	201
Abhd14a_1_se	Abhd14a_1	510
Abhd14a_1_e2	Abhd14a_1	201
Abhd14a_3_e1	Abhd14a_3	201
Abhd14a_3_se	Abhd14a_3	505
Abhd14a_3_e2	Abhd14a_3	201
Abi1_8_e1	Abi1_8	201
Abi1_8_se	Abi1_8	288
Abi1_8_e2	Abi1_8	201
Abi2_2_e1	Abi2_2	201
Abi2_2_se	Abi2_2	348
Abi2_2_e2	Abi2_2	201
Abi2_3_e1	Abi2_3	201
Abi2_3_se	Abi2_3	384
Abi2_3_e2	Abi2_3	201
Abi2_4_e1	Abi2_4	201
Abi2_4_se	Abi2_4	219
Abi2_4_e2	Abi2_4	201
Abi2_5_e1	Abi2_5	201
Abi2_5_se	Abi2_5	285
Abi2_5_e2	Abi2_5	201
Abi2_7_e1	Abi2_7	201
Abi2_7_se	Abi2_7	288
Abi2_7_e2	Abi2_7	201
Ablim1_3_e1	Ablim1_3	201
Ablim1_3_se	Ablim1_3	306
Ablim1_3_e2	Ablim1_3	201
Ablim1_6_e1	Ablim1_6	201
Ablim1_6_se	Ablim1_6	342
Ablim1_6_e2	Ablim1_6	201
Ablim1_7_e1	Ablim1_7	201
Ablim1_7_se	Ablim1_7	348
Ablim1_7_e2	Ablim1_7	201
Ablim2_10_e1	Ablim2_10	201
Ablim2_10_se	Ablim2_10	255
Ablim2_10_e2	Ablim2_10	201
Ablim2_4_e1	Ablim2_4	201
Ablim2_4_se	Ablim2_4	300
Ablim2_4_e2	Ablim2_4	201
Ablim2_6_e1	Ablim2_6	201
Ablim2_6_se	Ablim2_6	234
Ablim2_6_e2	Ablim2_6	201
Ablim2_8_e1	Ablim2_8	201
Ablim2_8_se	Ablim2_8	258
Ablim2_8_e2	Ablim2_8	201
Ablim2_nmdSE_1_e1	Ablim2_nmdSE_1	201
Ablim2_nmdSE_1_se	Ablim2_nmdSE_1	256
Ablim2_nmdSE_1_e2	Ablim2_nmdSE_1	201
Ablim3_5_e1	Ablim3_5	201
Ablim3_5_se	Ablim3_5	300
Ablim3_5_e2	Ablim3_5	201
Acad8_2_e1	Acad8_2	201
Acad8_2_se	Acad8_2	311
Acad8_2_e2	Acad8_2	201
Acad9_1_e1	Acad9_1	201
Acad9_1_se	Acad9_1	302
Acad9_1_e2	Acad9_1	201
Acbd5_5_e1	Acbd5_5	201
Acbd5_5_se	Acbd5_5	322
Acbd5_5_e2	Acbd5_5	201
Acin1_12_e1	Acin1_12	201
Acin1_12_se	Acin1_12	321
Acin1_12_e2	Acin1_12	201
Acly_6_e1	Acly_6	201
Acly_6_se	Acly_6	231
Acly_6_e2	Acly_6	201
Acot8_1_e1	Acot8_1	201
Acot8_1_se	Acot8_1	338
Acot8_1_e2	Acot8_1	201
Acsf3_1_e1	Acsf3_1	201
Acsf3_1_se	Acsf3_1	347
Acsf3_1_e2	Acsf3_1	201
Acsl3_1_e1	Acsl3_1	201
Acsl3_1_se	Acsl3_1	341
Acsl3_1_e2	Acsl3_1	201
Acss2_2_e1	Acss2_2	201
Acss2_2_se	Acss2_2	372
Acss2_2_e2	Acss2_2	201
Actl6b_4_e1	Actl6b_4	201
Actl6b_4_se	Actl6b_4	302
Actl6b_4_e2	Actl6b_4	201
Actr3b_2_e1	Actr3b_2	201
Actr3b_2_se	Actr3b_2	257
Actr3b_2_e2	Actr3b_2	201
Adcyap1r1_3_e1	Adcyap1r1_3	201
Adcyap1r1_3_se	Adcyap1r1_3	285
Adcyap1r1_3_e2	Adcyap1r1_3	201
Adcyap1r1_4_e1	Adcyap1r1_4	201
