	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
Adap1_1	0.45054945054945056	0.20279720279720279	0.981018981018981																		
Aftph_4	0.00999000999000999	0.02197802197802198	0.000999000999000999	0.024975024975024976																	
Agrn_8	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.2867132867132867																
Agtpbp1_11	0.2597402597402597	0.6653346653346653	0.9370629370629371	0.9370629370629371																	
Aldh3a2_2	0.8521478521478522	0.45554445554445555																			
Angel2_1	0.000999000999000999	0.000999000999000999	0.12487512487512488	0.989010989010989																	
Ankfy1_5	0.4275724275724276	0.18081918081918083	0.17482517482517482	0.2757242757242757																	
Arfip2_nmdSE_1	0.006993006993006993	0.006993006993006993	0.014985014985014986	0.000999000999000999	0.000999000999000999																
Arhgef40_7	0.6063936063936064	0.9400599400599401	0.22877122877122877																		
Armc9_4	0.5074925074925075	0.9590409590409591	0.7822177822177823																		
B4galt3_1	0.016983016983016984	0.24975024975024976	0.8761238761238761	0.9760239760239761																	
Bclaf1_1	0.000999000999000999	0.00999000999000999	0.23076923076923078	0.33666333666333664																	
Btrc_1	0.2907092907092907	0.6013986013986014	0.44555444555444557	0.16983016983016982																	
Cacna1e_2	0.08491508491508491	0.00999000999000999	0.41858141858141856																		
Camk2d_1	0.2087912087912088	0.2097902097902098	0.16783216783216784	1.0	1.0																
Camta1_5	0.000999000999000999	0.000999000999000999	0.13386613386613386	0.0939060939060939																	
Ccdc127_2	0.17482517482517482	0.6363636363636364	0.8741258741258742	1.0																	
Ccdc136_17	0.000999000999000999	0.000999000999000999	0.000999000999000999																		
Chtf8_3	0.000999000999000999	0.006993006993006993	0.35364635364635366	0.19480519480519481																	
Ciz1_2	0.4155844155844156	0.21078921078921078	0.6763236763236763	0.987012987012987																	
Clcn4_nmdSE_1	0.2597402597402597	0.3356643356643357	0.35264735264735264	1.0																	
Clip1_11	0.000999000999000999	0.002997002997002997	0.19480519480519481	0.967032967032967	0.41858141858141856																
Cyb5r4_1	0.43356643356643354	0.23476523476523475	0.07092907092907093																		
Dcaf11_1	0.983016983016983	1.0																			
Dcun1d2_7	0.45554445554445555	0.993006993006993																			
Dhcr7_5	0.000999000999000999	0.006993006993006993	0.000999000999000999	0.006993006993006993	0.000999000999000999	0.000999000999000999															
Dis3l2_7	0.20279720279720279	0.13386613386613386	0.025974025974025976																		
Dlg4_3	0.006993006993006993	0.0999000999000999	0.000999000999000999	0.002997002997002997	0.000999000999000999	0.000999000999000999															
Dnajc17_1	0.5744255744255744	0.6823176823176823	0.44555444555444557	0.9590409590409591																	
Dnajc5_1	0.6483516483516484	0.6583416583416584	0.967032967032967	1.0	1.0																
Dram2_1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999																	
Ece2_4	0.000999000999000999	0.2627372627372627	0.9370629370629371	1.0																	
Elovl6_2	0.6613386613386614	0.47052947052947053	0.17582417582417584																		
Epb41l4aos_1	0.9250749250749251	0.8371628371628371	0.997002997002997	1.0																	
Epn2_5	0.000999000999000999	0.000999000999000999	0.06293706293706294																		
Eri3_5	0.16883116883116883	0.3146853146853147	0.017982017982017984	0.000999000999000999	0.000999000999000999	0.000999000999000999															
Exoc6b_6	0.030969030969030968	0.000999000999000999	0.024975024975024976	0.4405594405594406																	
Fam13b_8	0.7262737262737263	0.5414585414585414	0.45354645354645357	0.35364635364635366																	
Fam160a2_2	0.6283716283716284	0.9760239760239761	0.8371628371628371	1.0																	
Fam189b_2	0.6963036963036963	0.07992007992007992	0.02197802197802198																		
Fam189b_3	0.6063936063936064	0.15984015984015984	0.004995004995004995																		
Fam49b_1	0.2597402597402597	0.15384615384615385	0.24675324675324675																		
